data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Hơi hết pin nhanh,Negative,,,,,,,,,,
"Nhận hàng đúng hình ảnh giới thiệu sản phẩm, giao hàng nhanh, chất lượng sản phẩm chưa sử dụng chưa biết, sau này sử dụng sẽ bổ sung nhận xét sau, tặng cửa hàng 5 sao.",,,,,,,,,Positive,,
"Điện thoại ngoại hình đẹp, các chức năng tốt. Đã mất áp. Giá thành quá hợp lý",,,,,Positive,,Positive,,,,
Cửa hàng bán rẻ hơn so với những cửa hàng khác mình mua được rẻ hơn 500k,,,,,,,Positive,,,,
Day sạ hỏng không vào điện,,,,,,,,,,Negative,
Màu sắc: Xanh dương mình mua điện 4g mà giao mình sài không được vậy cửa hàng????,,,,,,,,,,Negative,
"M5: 52.2°C Min: 1.08 mm/s, Max 5.05 mm/s. M6: 46.32°C, Min: 1.07 mm/s, Max 8.90 mm/s.",,,,,,,,,,,Neutral
"Mă ơi sau 2 tuần sử dụng, pin tuột không phanh vậy. Bực mình quá. Nói được 33-34h gì đó nhưng không. Pin dễ tuột không sử dụng nhiều nhưng 1 ngày phải sạc 1 lần. Nếu sử dụng nhiều là 1 ngày 2 lần. Quá bực mình",Negative,,,,,,,,,,
"Đóng gói thiếu phụ kiện. Không đủ đồ đi kèm. Thiếu sót trong đóng gói. Mở hộp thiếu củ sạc, phải tự mua thêm. Chăm sóc khách hàng hẹn giải quyết mà lâu quá. Camera chụp hơi mờ",,Negative,,,,Negative,,Negative,,,
Color family: Color random sản phẩm: Tất cả đều tốt,,,,,,,,,,Positive,
"Màu sắc: Màu ngẫu nhiên sản phẩm: Đã nhận được hàng rồi ạ. Không có gì để chê, nói chung là, rất ưng ý, mẫu mã đẹp, cấu hình ổn. Nhân viên dễ xương tư vấn nhiệt tình. Cảm ơn cửa hàng nhee,tặng cửa hàng 5 sao,",,,,,Positive,,,Positive,,,
Hàng như hình,,,,,,,,,,Neutral,
Hàng không như ảnh mô tả,,,,,,,,,,Negative,
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Chip mạnh, mượt sản phẩm giá rẻ. Giao hàng nhanh, máy siêu mượt luôn, màu sắc cửa hàng giao cũng đúng nữa. Pin ở mức ổn, máy 8/128 chứ không phải 8/256 như cửa hàng mô tả. Chất lượng sản phẩm tốt",Positive,,Positive,,,,Positive,,Positive,,
"Sản phẩm tuyệt vời, đúng với mô tả. Giao hàng nhanh chóng, shipper thân thiện dễ mến Đóng gói cẩn thận, có thể thấy tâm huyết của người bán. Hộp không bị móp méo, vận chuyển rất tốt.",,,,,,Positive,,,Positive,Positive,
Đặt hàng hôm giao thừa nên không muốn hoàn hàng điện thoại khá ổn nhưng lại hết pin nhanh sạc 2 tiếng đồng hồ mà xem được 20 phút tốt nhất bạn nên bỏ ra thêm tí tiền nữa chọn cái tốt hơn,Negative,,,,,,,,,,
"Tệ hại không đúng yếu kém camera mờ tịt. Shipping chậm như chết.,",,Negative,,,,,,,Negative,,
Shipping bị thu thêm phí. Phí không rõ ràng. Chi phí cao. Shipper đòi thêm tiền phí không có trong đơn hàng ban đầu. Pin sạc rất lâu,Negative,,,,,,,,Negative,,
"Nhóm màu: Xanh thời lượng pin lâu dài, hai khe cắm sim cho tiện lợi, chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, dung lượng lưu trữ rộng rãi 128gb,",Positive,Positive,,,,,,,,,
Hàng rất đẹp đúng như mô tả Độ bền thì chưa biết phải dùng thời gian mới biết được tặng cửa hàng 5 sao ủng hộ tinh thần,,,,,Positive,,,,,,
Ah em mua nho can than nha co may loi dung cung không được dau,,,,,,,,,,Negative,
Rất lag,,,Negative,,,,,,,,
"Tụt pin với sập nguồn liên tục, biết là với giá đó không nên đòi hỏi gì nhưng mà quá tệ so với số tiền bỏ ra. Sử dụng hơn 1 tuần rồi mới đánh giá :))",Negative,,,,,,Negative,,,,
Sản phẩm: Hàng lỗi hoặc bị hư hỏng loa không có rung cũng không có vô dụng cửa hàng thái độ quá tệ máy lỗi phần cứng không loa từ chối hỗ trợ. Được lắm 700 không không lớn. Vức cái cửa hàng nói chuyện chỉ bán 1 lần bảo người sử dụng ngu không biết cách sử dụng,,,,,,,,Negative,,,
"Màu sắc: Bạc 
Phân loại: Nguyên seal đẹp",,,,,,,,,,Positive,
"Màu sắc: Hồng ram/bộ nhớ: Ram 8g/128g máy ngon, chơi game mượt, xem phim net, hông có mẫy chỗ chê trừ việc pin hơi hẹo. Do ngày xưa mình sử dụng con c3, pin 5k với ít chức năng nên quen rồi, qua máy này chưa quen lắm, cơ mà 1 cục sạc dự phòng là giải quyết được hết cả.",Negative,,Positive,,,,,,,,
"Phản quang kém không đúng màu zoom kém. Ra ngoài nắng nhìn màn hình không thấy gì hết, camera chụp tối thì mờ tịt.,",,Negative,,Negative,,,,,,,
"Dung lượng lưu trữ: Note 11 ram 6g/128gb 
Nhóm màu: Xanh dương máy đẹp mượt như cửa hàng quảng cáo sẽ ủng anh em cty",,,,,Positive,,,,,,
"Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đúng 
Tính năng nổi bật: Mượt vừa túi tiền á. Hiện tại cũng tạm ổn. Check một thời gian nữa xem độ bền như thế nào rồi quay lại đánh giá tiếp nhé các bạn.",,,Positive,,,,Positive,,,,
Màu máy: Vàng gôn sản phẩm: Samsung j5 prime mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại cảm ứng sử dụng tốt thì còn hơn gì được nữa,,,,,,,Positive,,,,
Mua về bị lỗi nhưng ra trung tâm được đổi ngay cái mới luôn nên cũng yên tâm bảo hành,,,,,,,,Positive,,,
Ảnh chụp tối bị noise. Camera bị ám vàng khi thiếu sáng. Sạc pin lâu đầy. Chụp ảnh trong nhà cực tệ. Pin xài lèo tèo cả ngày phải sạc 2 lần. Đóng gói chỉ có bọc nilông,Negative,Negative,,,,Negative,,,,,
"Nhóm màu: Black 
Dung lượng lưu trữ: 256gb màn hình lớn với hiển thị sống động, 📸 
Chất lượng camera: Bộ xử lý mạnh mẽ và nhanh chóng,",,,Positive,Positive,,,,,,,
"Chăm sóc khách hàng từ chối đổi mới, pin lẹt đẹt trên 5g. Camera xóa phông nền lòe loẹt, đóng gói sử dụng giấy vụn.",Negative,Negative,,,,Negative,,Negative,,,
"Pin tụt nhanh khi có cuộc gọi dài, không hài lòng.",Negative,,,,,,,,,,
"Buồn cười ảo tưởng sức mạnh quay video tiếng gió ào ào như đang ở bãi biển,",,Positive,,,,,,,,,
"Đóng gói sản phẩm cẩn thận chuyên nghiệp, uy tín chất lượng và hài lòng với sản phẩm của cửa hàng, giá hợp lý nên mua, được đồng kiểm nên yên tâm 5 sao gửi cửa hàng",,,,,,Positive,Positive,,,,
Hình ảnh và video chỉ mang tính chất nhận xu còn chất lượng của sản phẩm bình thường so với giá tiền nói chung là ok nhé mọi người,,,,,,,Positive,,,,
Quá nóng đúng hiệu năng kém. Chỉ lướt facebook xem tiktok thôi mà máy đã nóng ran. Sợ thật.,,,Negative,,,,,,,,
"Điện thoại sử dụng chữa cháy tốt, ngoại hình khá mới, test chạy thấy cũng ổn",,,,,Positive,,,,,,
Tốc độ sạc không đạt công suất. Sạc vào điện rất chậm. Máy vẫn nóng khi sử dụng sạc nhanh. Sạc lâu hơn 3 tiếng mới đầy. Pin tụt mau. Chăm sóc khách hàng trả lời máy móc,Negative,,,,,,,Negative,,,
"Mất kết nối 4g hỗ trợ mạng nhưng không mạng chập chờn, stream giật,",,,Negative,,,,,,,,
Camera hay bị rung khi chụp. Ảnh bị mờ nếu không giữ chắc tay. Chất lượng video kém. Chụp ảnh lúc nào cũng phải căn chỉnh mãi mới nét. Shipping delay,,Negative,,,,,,,Negative,,
"Chính hãng, không lỗi lầm gì. Nhưng ship hàng bị lâu mình chờ lâu nên bị khó chịu chút nên -1 sao....",,,,,,,,,Negative,,
"Giao hàng nhanh. Đóng gói cũng kĩ nhưng cái hộp bị tét 1 đường rách nha, chọi hay gì có dán hàng dễ vỡ rồi mà vẫn bị rách làm tưởng đổi ruột sản phẩm. Máy mở lên co 50% pin nhưng chưa biết kích hoạt bảo hành. Thấy màu đẹp, nhưmg camera chụp không sống ảo được.",Neutral,Negative,,,Positive,Positive,,,Positive,,
"Đã nhận hàng, chuẩn 100%",,,,,,,,,,Positive,
"Màu sắc: Đen 
Phân loại: Nguyên seal 
đã mua 2 sản phẩm đều sử dụng tốt. Sản phẩm đáng mua",,,,,,,,,,Positive,
Pin sụt nhanh. Mô tả hiệu năng tốt là sai. Camera chụp dìm hàng. Pin tụt nhanh. Máy nóng rát. Ảnh chụp xấu. Chăm sóc khách hàng không chịu trách nhiệm,Negative,Negative,,,,,,Negative,,,
"Tồi sai lệch dở shipping muộn. Camera noise đầy.,",,Negative,,,,,,,Negative,,
"Nhóm màu: Tai nghe.. 
Dung lượng lưu trữ: 8gb sản phẩm chuẩn lắm nha mọi người,quá ưng ý luôn,mà giá tiền lại phù hợp nữanhưng quan trọng là hợp túi tiền và chất lượng nè,5 sao cho cửa hàng để mãi mang sản phẩm tốt đến khách hàng",,,,,,,Positive,,,,
Chất lượng sản phẩm: Pin yếu màn không mượt,Negative,,,Negative,,,,,,,
"Hàng rất ổn, đã mua nhiều lần, cửa hàng tư vấn nhiệt tình, se tiếp tục ủng hộ cửa hàng",,,,,,,,Positive,,,
"Điện thoại bị lỗi phải đem ra cửa hàng bảo hành nhưng bảo hành xử lý lâu, phải mang ra cửa hàng ngoài.",,,,,,,,Negative,,,
"Hiệu năng ì ạch đa nhiệm kém, camera trước mờ đục. Dịch vụ khách hàng không trả lời cuộc gọi, pin trụ chỉ 3 giờ xem video.",Negative,Negative,Negative,,,,,Negative,,,
"Máy pin yếu, sử dụng lúc là xuống pin. Máy hay bị nóng khi sử dụng và khi sạc.",Negative,,,,,,,,,,
"95% nên hơi trầy mặt lưng còn màn hình đẹp, pin ổn, ám nhẹ nhưng như không ám nhưng không tặng kèm chọc sim, cường lực thì quá nhỏ không full được màn",Positive,,,Positive,Negative,,,,,,
"Mới sử dụng được một tuần thì góc dưới màn hình bị sẩm tối, ít sáng hơn phần còn lại. Quá tệ, không bao giờ mua mấy con điện thoại lởm này nữa",,,,Negative,,,,,,,
Điện thoại chụp ảnh quay phim tốt giá tốt trong tầm giă đáng tiền,,Positive,,,,,Positive,,,,
Phiên bản: 2022 snap680 variation3: Ram 6/128gb cửa hàng gói hàng rất tốt. Và giao hàng phụ kiện cũng đầy đủ. Giao hàng tốt. Cửa hàng cũng tư vấn nhiệt tình.,,,,,,Positive,,Positive,Positive,,
Máy ít sước nhưng các cạnh có dấu hiệu bí tháo ra còn về bên trong thì máy chiến game ok pubg mobile max setting. Pubg 2 max setting geshin max setting nhưng bất lợi là nóng máy khi vừa vô game 1 p cần quạt tản nhiệt tốt hơn với hao pin nhanh lq mobile max seting. Còn về camera không để ý vì mua về game,Negative,Neutral,,,Negative,,,,,,
"Đây là điện thoại mình đặt cho ba chủ yếu là vì cấu hình khoẻ, máy nhẹ,bền, và dung lượng pin 6000mah",Neutral,,Positive,,Positive,,,,,,
Cần thêm thời gian đánh giá tuổi thọ pin,Neutral,,,,,,,,,,
"Tính năng nổi bật: Điện thoại 
Chất lượng sản phẩm: Tệ 
Đúng với mô tả: Không sản phẩm: Hàng lỗi hoặc bị hư hỏng lần đầu mua của cửa hàng và cũng sẽ là lần cuối cùng. Các bạn khi mua hàng của cửa hàng nên kiểm tra kỹ các cạnh rồi hãng mở máy lên nhé. Khi mở máy lên rồi sẽ không được trả vì lý do máy đã kích hoạt. Mình khi khui hộp và khui seal do không biết chính sách này nên đã mở điện thoại lên luôn trước cam để xem máy có lên hay không. Sau đó mình chuaanr bị để dán màn hình mới phát hiện ở trên đầu có vết màu trắng. Khi soi kỹ vào tưởng bụi nhưng thử sử dụng giấy lau chuyên dụng mới phát hiện là lớp keo. Máy mớ nhưng vừa cos bụi vừa có keo? hàng mình nhận từ ngày 10 nhưng khi kiếm tra bảo hành thì phát hiện đã kích hoạt từ ngày 9? khi mình mua thấy cửa hàng v, d cũng bằng tiền bên này. Nghĩ rằng bên này flagship sẽ uy tín hơn nhưng không hề nha các bạn. Các bạn nên cân nhắc kỹ để chọn cửa hàng khác.",,,,,,,,Negative,,,
Pin chất lượng không tốt cho lắm. Điện thoại mới mà sử dụng hơn nửa ngày đã hết pin ( chỉ nghe gọi). ￼ bắt sóng thì kém. ￼ chụp hình không sắc nét. Khi bán thì nói là sau khi nhận hàng thành công thì sẽ tự động kích hoạt bảo hành. Nhưng đợi mãi tầm 10 ngày kt mới thấy kích hoạt.,Negative,Negative,,,,,,Negative,,,
"Đúng với mô tả: Màu vàng đúng 
Chất lượng sản phẩm: Tốt
Quá",,,,,,,,,,Positive,
"Chất lượng sản phẩm: Kém 
Tính năng nổi bật: Không máy nhìn hình thức khá đẹp,nhưng bắt sóng yếu, kết nối wifi chậm, lác và giật. Mặc dù wifi ngay trong nhà,các máy khác đều kết nối rất tốt. Cả nhân tôi cảm thấy không hài lòng như cửa hàng quảng cáo, cho cửa hàng 4sao thôi.",,,Negative,,Positive,,,,,,
"Màn hình to rõ, giá cả tốt, hãng nokia danh tiếng 1 thời, khi xưa muốn mua 1 con trắng đen của hãng phải đổi mấy cây vàng",,,,Positive,,,Positive,,,,
Chán nản. Màu ảnh không thật. Hiệu năng lẹt đẹt. Camera chụp tối màu đen bị bệt. Máy đơ 1-2 lần/ngày. Pin tuột không phanh. Đóng hàng không có tem. Ship chậm vcl,Negative,Negative,Negative,,,Negative,,,Negative,,
Pin sạc pin hay gián đoạn camera màu bị ám xanh đóng gói thiếu lớp lót chống va,Negative,Negative,,,,Negative,,,,,
"Quay video bị giật, khử rung không hiệu quả. Khác với mô tả quay mượt. Tính năng 4k giới hạn thời gian. Quay vài phút là nóng và drop frame",,Negative,,,,,,,,,
"Cửa hàng đưa mã vận đơn giả, mình không thể nào theo dõi hàng đang ở đâu. Hỏi thì cứ bảo chờ.",,,,,,,,Negative,,,
Build ọp ẹp 'mới' nhưng có vết phím kẹt,,,,,Negative,,,,,,
"Mới dùg được 4 ngày quay lại review. Máy nhận còn nguyên seal, sài cũng được với tầm giá m săn được 3t2",,,,,,,Positive,,,,
"Nhóm màu: Xanh băng dung lượng: 4gb/64gb 🔋 
Thời lượng pin: Sử dụng được 1 ngày thoải mái 📸 
Chất lượng camera: Tạm chấp nhận được trong tầm giá ⚡ 
Hiệu suất: Sử dụng cơ bản nghe gọi và zalo là tạm đủ máy sử dụng phì hợp cho người kinh tế bình dân",Positive,Positive,,,,,Positive,,,,
Đúng với mô tả: Không sử dụng được phải đem ra hiệu chạy lại phần mềm mất thêm tiền 100k. Thợ nói điện thoại này nội địa tq nên không có đồ thay xác định sử dụng một lần hỏng thì mua cái khác. Cháu mình nó đòi gấp nên mới nhận chứ kh thì đã đ. Ổi t. Rả rồi,,,,,,,,,,Negative,
"Chất lượng sản phẩm: Hoàn thiện tệ nhìn khá xấu, đóng gói sơ sài, chăm sóc khách hàng không hỗ trợ nhanh",,,,,Negative,Negative,,Negative,,,
"Nhóm màu: Đen thương hiệu đáng tin cậy,",,,,,,,,,,Positive,
"Giao hàng tương đối nhanh, cửa hàng bọc cẩn thận, đóng gói kĩ, chống sốc tốt. Máy mới nguyên seal đầy đủ phụ kiện, sẽ trải nghiệm 1 thời gian nữa, có vấn đề gì sẽ mang qua cửa hàng xử lý",,,,,,Positive,,,Positive,,
Mọi người ơi hệ điều hành cập nhật sao vậy?,,,,,,,,,,Neutral,
Dùng ổn cửa hàng còn tặng kèm củ sạc và dây sạc,,,,,,,,,,Positive,
Cửa hàng giao hàng nhanh. Đóng gói cẩn thận. Sẽ ủng hộ thêm nữa.,,,,,,Positive,,,Positive,,
"Mày bị bể ở dưới nút home, mà gia re nên sử dụng vài ngày thử xem sao",,,,,Negative,,Positive,,,,
"Màn hình đẹp sắc nét, màu sắc và camera thiên hướng thực tế nên chụp sẽ cần chỉnh sửa lại nhưng hình cho ra khá nét, chống rung tốt, cấu hình khỏe, sạc 90w siêu nhanh. Săn sale được giá hời quá là ok luôn. Màu vàng đen nổi bật quá đẹp, nhiều tính năng AI hay ho. Nói chung là OK",Positive,Positive,,Positive,Positive,,Positive,,,,
"Màu sắc: Đen opal 8gb/128gb 🔋 
Thời lượng pin: Tốt ⚡ 
Hiệu suất: Tốt 📸 
Chất lượng camera: Camera chụp đẹp",Positive,Positive,Positive,,,,,,,,
"Thiết kế máy khá đơn giản, không có gì đặc biệt ấn tượng.",,,,,Neutral,,,,,,
May bị chậm lắm,,,Negative,,,,,,,,
"Hàng apple bữa nay chán quá. Khui seal ra đã bị sẵn 1 chấm rồi. Không biết shopdunk có hỗ trợ gì cho khách hàng không, hix",,,,,,,,,,Negative,
"Nhóm màu: Iphone 4 16gb 
Dung lượng lưu trữ: 8gb tính năng: Quá dổm chất lượng : Láo chất liệu: Tồi",,,,,Negative,,,,,Negative,
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Sử dụng rất mượt mà thoải mái 
Chất lượng sản phẩm: Rất tốt đây là con máy rất ngon trong phân khúc 5 triệu hàng chính hãng sử dụng rất mượt do có tần số quét 120hz và chơi game cũng mượt do có không gian quản lí trò chơi. Nói chung thì máy rất ngon nha,cửa hàng uy tín và hỗi trợ nhiệt tình không có gì chê cả,thời gian giao hàng khá lâu nhưng là do mình ở tận tít trên miền bắc nên thế là điều hiển nhiên rồi.5 sao và luôn ủng hộ cửa hàng trong tương lai",,,Positive,,,,Positive,Positive,Neutral,Positive,
"Gửi sai hàng sai hoàn toàn không có. Cửa hàng gửi nhầm cho mình máy khác, lúc gửi lại thì hộp móp méo, seal rách. Làm ăn cẩu thả.",,,,,,Negative,,,Negative,,
Dịch vụ chăm sóc khách hàng làm việc từ thứ 2 đến thứ 6,,,,,,,,Neutral,,,
"Máy chính hãng được tặng kèm đồng hồ để tập thể dục về điện thoại thì tạm OK mượt camera chụp đẹp có Al nhưng chất lượng màn amoled có vẻ màu đậm không được đẹp như màn ss oppo, săn sale nên giá vậy chấp nhận được",,Positive,Positive,Negative,,,Positive,,,,
Sản phẩm trông rất ưng ý. Giá cả ổn định. Cửa hàng đóng gói giao hàng nhanh. Đnahs giá cửa hàng 5 sao chất lượng. Chỉ có kính cường lực hình nhiều không có.,,,,,,Positive,,,,,
Hình ảnh mang tính chất minh hoạ máy đẹp mới trải nhiệm nên chưa đánh giá chính xác được,,,,,Positive,,,,,,
Còn đợi test thêm xem coa lỗi gì không,,,,,,,,,,Neutral,
Nhân viên cửa hàng trả lời các câu hỏi cơ bản về sản phẩm khi được hỏi.,,,,,,,,Neutral,,,
Vs tầm giá 2 củ máy dùng được,,,,,,,Positive,,,Positive,
Rẻ nha nọ mua cho bố mẹ 3tr4 hihi hoàn xu 100l nữa rất chi và này nọ....,,,,,,,Positive,,,,
Chăm sóc khách hàng chậm hiệu năng giật pin hao pin,Negative,,Negative,,,,,Negative,,,
Nhóm màu: Màu đen máy này sử dụng khá tốt bàn phím dễ bấm pin cầm trâu ghê loa to cảm ơn cửa hàng 😍😍😍,Positive,,,,Positive,,,,,Positive,
Cửa hàng uy tính và chăm sóc khách hàng nhiệt tình nhé 5 sao,,,,,,,,Positive,,,
"Honor 200 rất đáng mua, hiệu năng tốt, sạc rất nhanh, áp mã shoppe giá rất tốt, nên mua",Positive,,Positive,,,,Positive,,,,
Giá tốt nhưng giao hàng quá lâu,,,,,,,Positive,,Negative,,
Chất lượng sản phẩm là hàng fake chứ không phải hàng chính hãng như cửa hàng quảng cáo. Mua chữa cháy thì tạm ổn chạy 1 app đã hết dung lượng ram. Nên ai mua nên xem xét kỹ. Sản phẩm của cửa hàng này là hàng dựng (fake) không phải hàng chính hãng,,,,,,,,,,Negative,
"Mượt nhaaaa, tốt á, săn sale chưa tới 3tr5 nữa, hàng chính hãng tốt nha",,,Positive,,,,Positive,,,,
"Cho 4 sao thui vì cam hơi xước ạ, còn lại ổn, pin tụt hơi nhanh chút nhưng mẫu mã thì đúng như hình ạ",Negative,Negative,,,,,,,,,
Dùng tương đương với Xiaomi 14T nhưng giá thì rẻ hơn.,,,,,,,Positive,,,Positive,
"Tính năng nổi bật: Nhỏ gọn 
Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt
Pin chờ tương đối lâu, được khoảng 3 ngày nếu nghe gọi ít. Loa không to lắm, nghe gọi tốt. Không biết lâu dài thì có bền không? nếu nghe gọi chơi game liên tục thì tầm 3 tiếng hết pin",Positive,,,,,,,,,,
"Đúng mô tả, chất lượng phải sử dụng thêm mới đánh giá được",,,,,,,,,,Neutral,
"Lắp sim mạng vina thì gọi được lúc không, chập chờn, trong khi miêu tả thì sử dụng mọi mạng. Điên quá đập luôn máy",,,Negative,,,,,,,,
Bên hỗ trợ hồi âm chậm 2 ngày. Pin hao khi gọi video 1 tiếng hết 40%. Ship giao sai tỉnh phải tự chuyển.,Negative,,,,,,,Negative,Negative,,
Mình unb ra có bị xước nhẹ. Mình có yc đổi hàng cửa hàng hỗ trợ rất nhiệt tình mà không mất phí. Mình mua máy t2 ở đây rồi. Rất ưng. Còn có mã giảm giá hơn 2 củ🥰,,,,,,,Positive,Positive,,,
Đẹp toàn thân máy... Chỉ lỗ cấm sạc. Xấu theo năm tháng.. Hehe,,,,,Positive,,,,,,
Nên mua sử dụng hợp với tầm giá,,,,,,,Positive,,,,
Chưa sử dụng nên chưa biết thời lượng pin thực tế,Neutral,,,,,,,,,,
Sản phẩm nhỏ gọn mỗi tội nhanh hết pin quá ạ. Pin sử dụng lâu hơn một chút nữa thì tốt ạ.,Negative,,,,,,,,,,
Camera chính có độ phân giải 48MP và khẩu độ f/1.8.,,Neutral,,,,,,,,,
Nhóm màu: Xanh khâu đóng gói quá tệ. Thùng carton quá mỏng. Đặt 2 cây nhận móp đủ 2 cây,,,,,,,,,,,Neutral
"Nhóm màu: Vàng 
Dung lượng lưu trữ: 16gb điện thoại chưa sử dụng nhiều nên chưa biết nhưng pin thì hết nhanh",Negative,,,,,,,,,,
Máy sử dụng màn hình lô kém chất lượng.,,,,Negative,,,,,,,
"Nhóm màu: Xanh đậm 🔋 
Thời lượng pin: Tốt 📸 
Chất lượng camera: Tốt ⚡ 
Hiệu suất: Tốt như hình quảng cáo đang sử dụng trước mắt thấy tốt",,,,,,,,,,,Neutral
"Nhóm màu: Đen chất liệu: Chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,,,,,,,,,
"Đã nhận được hàng, máy khá mượt..",,,Positive,,,,,,,,
"Tính năng nổi bật: Tinh nang tốt 
Đúng với mô tả: Đúng với mô tả của cửa hàng 
Chất lượng sản phẩm: Chất lượng sản phẩm tốt sản phẩm tốt",,,,,,,,,,Positive,
"Sau 10 ngày sử dụng điện thoại quá ok sử dụng mượt mà,đội ngũ nhân viên cửa hàng nhiệt tình,quá tốt la. GÓP Ý là cửa hàng sau gói hàng điện thoại nên có hộp thay vì chỉ cuốn mỗi màng bảo vệ chống sốc nhé. Còn lại là 10đ",,,Positive,,,Negative,,Positive,,,
Color family: Random color sản phẩm: Máy mới 99%. Cửa hàng cũng có test giúp trước khi gửi như lời mình yêu cầu. Mua về cho nhóc tập nhắn tin zalo và liên lạc với mẹ trong vài trường hợp cần thiết. Cửa hàng làm ăn uy tín nhé.,,,,,,,,,,Positive,
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb giá trị tuyệt vời cho số tiền bỏ ra, giá trị tuyệt vời cho số tiền bỏ ra, giá trị tuyệt vời cho số tiền bỏ ra,",,,,,,,Positive,,,,
"Mă ơi sau 2 tuần sử dụng, pin tuột không phanh vậy. Bực mình quá. Nói được 33-34h gì đó nhưng không. Pin dễ tuột không sử dụng nhiều nhưng 1 ngày phải sạc 1 lần. Nếu sử dụng nhiều là 1 ngày 2 lần. Quá bực mình",Negative,,,,,,,,,,
"Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Tốt
Ngon bổ rẻ nha. Sử dụng làm máy chính vẫn tốt. Lỗi nhẹ nên không quan trọng. Hợp túi tiền",,,,,,,Positive,,,Positive,
"Sao máy sài được một ngày nay đen thui màn hình luôn rồi.... Lật mặt sau thì điện thoại dán băng keo tùm lum,cửa hàng làm ăn kì vậy",,,,Negative,,,,,,,
"Pin có dung lượng đúng với mô tả, còn phần mềm thì mình cần thêm thời gian để trải nghiệm.",Neutral,,,,,,,,,,
Màu máy: Màu xanh sản phẩm: Samsung j7 pro 3/32g lần đầu mua máy trên mạng xã hội nhận về máy cũng rất là tốt lazada bán rất là uy tín cửa hàng giao đúng mãi đúng mẫu của mình đạt máy còn rất là mới sử dụng full mọi chức năng giá tiền thì phù hợp mình không có nhiều tiền nên cũng mua đỡ một cái về sử dụng nhưng cũng rất là tốt nha được vậy thì mình sẽ ủng hộ thêm cửa hàng 1 2 cái nữa cảm ơn cửa hàng nha tặng cửa hàng 5 sao,,,,,,,Positive,,Positive,,
Chính sách bảo hành toàn cầu có áp dụng cho sản phẩm này không?,,,,,,,,Neutral,,,
"Phiên bản: Ram 6/128gb cửa hàng giao hàng nhanh, máy mới.. Mới sử dụng ban đầu cảm thấy tốt chưa có vấn đề gì sẩy ra.. Pin trâu màn đẹp.. Đợi sử dụng mấy hôm nữa không sảy ra vấn đề gì thì tháng sau quất tiếp con nữa.. Chúc cửa hàng buôn nay bán đắt đặt cái tâm lên hàng đầu",Positive,,,Positive,Positive,,,,Positive,,
"Giao hàng nhanh, sản phẩm có hộp đầy đủ. Nghe gọi tốt loa rõ. Logo sau hơi bị bung nhưng cũng không ảnh hưởng gì nhiều. Phù hợp giá tiền",,,,,Positive,,Positive,,Positive,,
"Hiệu năng đủ dùng cho các tác vụ cơ bản, phần mềm hoạt động ổn định nhưng ít tính năng mới.",,,Neutral,,,,,,,Neutral,
"Nhóm màu: Natural 
Dung lượng lưu trữ: 256gb 🔋 
Thời lượng pin: Ngon 📸 
Chất lượng camera: Ngon ⚡ 
Hiệu suất: Tôt",Positive,,,,,,,,,,
Điên thoại mua vê tắt nguồn không sử dụng được. Nhắn tin không thấy cửa hàng tra lời,,,,,,,,Negative,,,
"Ai đắn đo mua thì mua i nha, chính hãng oke á. Oppo thì gập xịn hơn samsung là cái chắc, mỗi tội không đẹp bằng zflip thui. Nhưng thui kệ, ai muốn trải nghiệm tính năng gập or mua máy phụ thì ok. Riêng tui mua làm máy chính vẫn oke nè. Lâu lâu chơi game pubg thì hơi nóng máy nha. Pin bình thường, camera bình thường, nếp gập không đậm đâu. Nch là 7/10. Còn ai muốn mua máy thực dụng thì không nên nha, tại mắc mà tính năng không bằng xiaomi",Positive,Positive,Positive,,,,,,,Positive,
"Nhóm màu: Đen đã mua lần 2 là biết sử dụng tốt rồi, tưởng rẻ là không tốt, nhưng máy cầm pin tốt nên mua",Positive,,,,,,Positive,,,,
"Nhóm màu: Desert 
Dung lượng lưu trữ: 256gb ⚡ 
Hiệu suất: Tốt 🔋 
Thời lượng pin: Tốt 📸 
Chất lượng camera: Hoàn hảo tất cả đều ổn, lần tới săn sale sẽ ủng hộ tiếp",Positive,Positive,Positive,,,,,,,,
"Sản phẩm chính hãng, giao hàng nhanh, năm sao cho cửa hàng",,,,,,,,,Positive,,
Nhóm màu: Màu đen tốt nha cửa hàng máy sử dụng khá tốt cảm ơn cửa hàng nhiều,,,,,,,,,,Positive,
