data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Color family: random color sản phẩm: hàng tốt.ổn trong tầm giá.cửa hàng này bán hàng rất có tâm, đúng hàng chuẩn zin, rất đáng đồng tiền mình bỏ ra.cảm ơn cửa hàng nhiều ạ",,,,,,,Positive,,,,
màu máy: màu đen sản phẩm: samsung a70 6/128gb lần đầu tiên mua hàng trên của cửa hàng điện thoại sử dụng tốt lắm chuẩn lắm luôn nha cửa hàng bán cho mình đúng máy giá cũng phù hợp với giá tiền mình bỏ ra chuẩn lắm luôn nha cảm ơn cửa hàng nhiều lần sau mình sẽ giới thiệu mọi người ủng hộ cho cửa hàng giao hàng nhanh xíu nữa thì quá tốt luôn cảm ơn cửa hàng nhiều,,,,,,,Positive,,Positive,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb các tính năng đột phá, yêu cổng usb-c!, lựa chọn màu sắc tuyệt vời!, giao hàng nhanh chóng và an toàn., màu sắc tuyệt đẹp, khó lựa chọn!,",,,,,Positive,,,,Positive,,
mua điện thoại được tặng thêm được cái ốp khá uy sờ tín cảm ơn cửa hàng,,,,,,,,,,Positive,
"máy ngon màn hình đẹp, phụ kiện đi kèm rất oke, sạc nhanh, nói chung ngon trong tầm giá.",Positive,,,Positive,,,,,,,
Thiết kế các nút bấm vật lý và cổng kết nối đúng với sơ đồ trong sách hướng dẫn.,,,,,Neutral,,,,,,
"Đúng với mô tả: không đúng mô tả 
Tính năng nổi bật: không có 
Chất lượng sản phẩm: kém sản phẩm: hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém, sản phẩm không như mô tả khi nhận hàng điện thoại mở nguồn lên nhưng ánh sáng vô cùng mờ và bấm không ăn. được 1 lúc thì mở không lên nữa. nhắn tin cho cửa hàng nhưng không được phản hồi nào từ cửa hàng. cảm thấy vô cùng bực tức khi bỏ tiền không đúng chỗ",,,,,,,Negative,Negative,,Negative,
"Tính năng nổi bật: máy lag lắm nha 
Chất lượng sản phẩm: điện thoại 
Đúng với mô tả: không đúng nên tránh cửa hàng này",,,Negative,,,,,,,,
"Hàng của Xiaomi thì chất lượng yên tâm. Hàng chính hãng với cấu hình và mức giá như thế này thì đáng đẻ mua với những ai cần 1 máy pin lâu, hiệu năng tốt, màn hình tốt, chụp hình tốt trong điều kiện bình thường",Positive,Positive,Positive,Positive,,,Positive,,,,
"color: đen-2xl ôm vừa và thoải mái, thời trang hàn quốc đang thịnh hành, bền và lâu bền, dễ phối đồ và linh hoạt, thời trang hàn quốc đang thịnh hành,",,,,,,,,,,,Neutral
"Tính năng nổi bật: lag 
Chất lượng sản phẩm: không sử dụng được",,,,,,,,,,Negative,
"hàng đẹp, sử dụng trải nghiệm mới đánh giá tiếp được",,,,,Positive,,,,,,
Sản phẩm như quảng cáo cửa hàng đóng gói cẩn thận giao hàng không nhanh lắm máy không trầy xước gì sử dụng thử sẽ quay lại đánh giá tiếp,,,,,Neutral,Positive,,,Negative,,
"Mặt lưng nhám, Màn hình 120Hz mượt được dán sẵn bảo vệ, đầy đủ phụ kiện cáp, sạc, ốp lưng. Pin trâu, viền mỏng trong phân khúc giá, camera chống cháy không được đẹp, xử lý lâu lâu có giật lag tuy nhiên không thể đòi hỏi quá cao cho chiếc điện thoại dưới 4tr được",Positive,Negative,Negative,Positive,,,Positive,,,,
Màu máy: màu xanh sản phẩm: samsung j7 pro 3/32g máy sử dụng ổn nha cửa hàng đã mua cửa hàng lần 2 rồi máy vẫn rất tốt nha.vừa tầm giá.mà mây còn mới sài full mọi chức năng cửa hàng tư vấn nhiệt tình.giao hàng nhanh.sẽ ủng hộ thêm khj có nhu cầu tặng cửa hàng 5 sao,,,,,,,Positive,,Positive,,
"Nhóm màu: natural 
Dung lượng lưu trữ: 256gb 🔋 
Thời lượng pin: ngon 📸 
Chất lượng camera: ngon ⚡ 
Hiệu suất: tôt",Positive,,,,,,,,,,
Ngay từ khi mới đặt hàng nhìn thấy giá rẻ quá. Đây là phiên bản nội địa trung quốc được dựng lại. Nhưng mà sử dụng ổn. Rất ổn trong tầm giá. Sẽ còn tiếp tục mua hàng của cửa hàng,,,,,,,Positive,,,,
Máy hàng dựng,,,,,,,,,,Negative,
"sản phẩm chưa biết tốt không, bền hay không thì để mình sử dụng một khoảnh thời gian thì mới biết được",,,,,,,,,,Neutral,
Máy sử dụng để học tập và làm việc,,,,,,,,,,Neutral,
"color: đen-2xl dễ phối đồ và linh hoạt, tuyệt vời cho phong cách đường phố,",,,,,,,,,,,Neutral
"Tính năng nổi bật: rất hài lòng 
Chất lượng sản phẩm: sản phẩm gamming tốt 
Đúng với mô tả: đúng mô tả hài lòng với điện thoại sale 11/11.",,,,,,,,,,Positive,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb các tính năng đổi mới, giá trị tuyệt vời cho số tiền, ",,,,,,,Positive,,,,
Nhóm màu: vàng phù hợp giá tiền.,,,,,,,Positive,,,,
Nhìn giá mà muốn chửi thề luôn ai định giá kiểu gì thế này,,,,,,,Negative,,,,
Ok hiện tại thì rất ổn,,,,,,,,,,Positive,
"Chiếc điện thoại mới này thực sự ấn tượng. Camera chụp ảnh sắc nét, màu sắc sống động, đặc biệt trong điều kiện thiếu sáng. Hiệu năng mượt mà, xử lý đa nhiệm tốt, không có hiện tượng giật lag. Thiết kế đẹp mắt, cầm nắm chắc tay. Tuy nhiên, pin có vẻ không được trâu như mong đợi, cần sạc lại vào cuối ngày nếu sử dụng nhiều. Nhìn chung, đây là một chiếc điện thoại đáng mua trong tầm giá.",Negative,Positive,Positive,,Positive,,Positive,,,,
"Giao nhanh, chuẩn bị nhanh nhưng quá trình giao không cập nhật mà thằng 1 phát từ kho ở TP HCM ra hà nội luôn làm t tưởng đơn bị kẹt mà trời lại hay mưa:)))",,,,,,,,,Positive,,
"Hiệu năng ở mức chấp nhận được cho các tác vụ hàng ngày, thiết kế cũng ổn.",,,Neutral,,Positive,,,,,,
"Quá tệ, sản phẩm fake, không lên nguồn, lừa đảo làm ăn gian dối.",,,,,,,,,,Negative,
"Lắp sim mạng vina thì gọi được lúc không, chập chờn, trong khi miêu tả thì sử dụng mọi mạng. Điên quá đập luôn máy",,,Negative,,,,,,,,
"Hàng khá tốt. Đã sử dụng được một thời gian chưa thấy hiện tượng gì. Chỉ có điều cửa hàng gói điện thoại trong giấy ni lon chống sốc,chứ không phải trong hộp nguyên. Hình ảnh chỉ để lấy xu",,,,,,Negative,,,,,
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: máy sử dụng ổn, cửa hàng thay cụm cam không che băng dính vào bị dính sợi nilon vào trong cam nhé. Hỗ trợ khách hàng tệ nhé. Anh em mua hàng khuyến khích mua trực tiếp. 
Tính năng nổi bật: tạm",,Negative,,,,,,Negative,,,
"Đúng với mô tả: tốt 
Tính năng nổi bật: máy mới, xịn mịn cửa hàng nói câu thấy tin tưởng, nên mua cho con nhỏ đi học, cài được ứng dụng định vị cho con",,,,,,,,,,Positive,
"màn hình sống động, giá trị tuyệt vời cho số tiền bỏ ra,",,,,Positive,,,Positive,,,,
Ha và vđ chỉ để nhận xu. Điện thoại mình sử dụng được tháng rồi rất oke nha,,,,,,,,,,Positive,
Sử dụng vài ngày đầu thì chưa cảm nhận rõ ràng về hiệu năng và pin.,Neutral,,Neutral,,,,,,,,
hàng đẹp quá cảm ơn cửa hàng đã tạo điều kiện cho anh em mua bán trung quốc mà giao hàng nhanh.,,,,,Positive,,,,Positive,,
"Săn sale giá ổn, sử dụng thông báo các kiểu chỉnh là có bình thường. Mình sử dụng cũng được hơn 10 ngày rồi. Hình ảnh mang tính chất nhận xu.",,,,,,,Positive,,,,
"Nhóm màu: màu đen úa 
Dung lượng lưu trữ: 16+1tb máy sài cho ổn, facbook,......nhưng chơi game yếu",,,Negative,,,,,,,,
"Đợt m mua không sẵn hàng nên đợi 2 tuần mới nhận được máy. cửa hàng đóng gói cẩn thận, hỗ trợ nhiệt tình. Cài máy theo youtube sẽ fix được tình trạng trễ thông báo (tầm 95%), cập nhật xong dùng vneid, ngân hàng đều ok. Mức loa dưới 50% khá nhỏ, nhưng trên 50% thì to hẳn. Cam ổn cho ng ít chụp ảnh, nhưng không có góc rộng và chống rung hơi bất tiện. Chơi lq không thấy nóng và giật. Pin trâu, từ 100 xuống 99 khá lâu, sau đó tụt đều, sạc từ 20% mất tầm 40p. Lần đầu dùng hãng này nhưng có cộng đồng hỗ trợ iqoo nên ok. Mua thêm cường lực smart devil vs ốp trên shopee. M dùng làm máy chính",Positive,Positive,Positive,,,Positive,,Positive,Negative,,
"đóng gói hàng chắc chắn, giao hàng nhanh chóng, đầy đủ. hy vọng là sử dụng bền",,,,,,Positive,,,Positive,,
Mức giá này khiến mình cảm giác như đang trả thêm tiền cho thương hiệu chứ không phải cho giá trị.,,,,,,,Negative,,,,
"cửa hàng gửi đúng hàng đã đặt, hộp dán seal nhà máy mới 100%. Nhưng cái hộp bên ngoài là giấy không có bọc nilon, trời này mưa rất dễ ướt nước vào trong hộp.",,,,,,Negative,,,,,
"sản phẩm: hàng lỗi hoặc bị hư hỏng sạc không vô, thử thêm mấy cục sạc khác vẫn vậy, đổi trả thì lu bu, đành bán xác cho ve chai, cửa hàng bán hàng lừa dối, không kiểm tra kỹ trước khi giao.",Negative,,,,,,,Negative,,,
Màng hình mờ dữ liệu di động không sài được,,,,Negative,,,,,,Negative,
Chất lượng sản phẩm: máy mới 100% nha mọi người nên mua của cửa hàng này nha. Giao hàng nhanh máy nguyên seal nha. Mình mua được đập hợp luôn hihi. Mọi người nên mua của cửa hàng này uy tính nha,,,,,,Positive,,,Positive,,
"Vớ vẩn gian lận, wifi chập",,,,,,,,,,Negative,
"Màu sắc: bạc 
tốt pin tuyệt",Positive,,,,,,,,,,
Variation3: mỹ 2 sim 99% 128gb hàng tốt,,,,,,,,,,Positive,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: được giao hàng khá nhanh và đóng gói cẩn thận màu xanh đẹp sử dụng khá mượn và ổn nên mua",,,Positive,,,Positive,,,Positive,Positive,
làm ăn thiếu chuyên nghiệp. nhân viên láo,,,,,,,,Negative,,,
Cảm ơn cửa hàng nhé,,,,,,,,,,Positive,
Về hiệu năng chơi game mình chưa thử. Pin thì mình cần theo dõi thêm vài ngày nữa.,Neutral,,Neutral,,,,,,,,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 128gb máy xịn, đóng gói cẩn thận, giá tốt",,,,,,Positive,Positive,,,,
Mình đặt luôn 2 cái cho bố mẹ. Cám ơn cửa hàng nhiều nhé.,,,,,,,,,,Positive,
"Hàng lỗi thiếu phụ kiện đi kèm không nhận sim,",,,,,,,,,,Negative,
chất lượng sản phẩm build không chắc nút bấm lỏng. đúng với mô tả hình ảnh đẹp nhưng thực tế khác. tính năng nổi bật pin & hoàn thiện không tốt. review nút nguồn lỏng cảm giác rẻ. pin tụt nhanh khi sử dụng 4g. camera chụp tệ trong điều kiện ánh sáng yếu. shipping chậm đóng gói sơ sài. hỗ trợ back and forth nhiều lần mà không giải quyết,Negative,Negative,,,Negative,Negative,,Negative,Negative,,
"vì là máy cũ nên chỗ vùng cam bị trầy xước, màn hình có 1 vết xước nhỏ. đeo ốp vào thì tốt. điện thoại giao tới thì chưa với kĩ lắm. pin thì sử dụng 2 ngày nay thấy tụt nhanh🥹. còn lại mọi thứ cũng oke. cáp củ sạc đầy đủ. sạc nhanh đầy.",Negative,Negative,,,Negative,,,,,,
máy nút bấm lên khó bấm hang red thôi,,,,,,,,,,Negative,
Máy quá đẹp.dùng siêu mượt.wifi bắt khỏe.âm thanh ổn.nói chung quá hài lòng với số tiền bỏ ra,,,Positive,,Positive,,Positive,,,,
Giá cả của sản phẩm tương xứng với cấu hình và tính năng.,,,,,,,Neutral,,,,
"Variation3: ram 6/128gb hàng rất đẹp nhé mọi người. Cửa hàng uy tính, đóng gói rất cẩn thận.",,,,,Positive,Positive,,,,,
Đẹp nhanh nhạy không bị lag mua cho người lớn xài ổn áp rồi chụp ảnh đẹp,,Positive,Positive,,Positive,,,,,,
điện thoại ngon dùng ok hợp giá tiền nhé,,,,,,,Positive,,,Positive,
"Đúng mô tả hình ảnh,sản phẩm dùng rất tốt, siêu mượt,một con máy giá tầm trung khá là ok.",,,Positive,,,,Positive,,,Positive,
Chính sách bảo hành được nêu rõ trong hướng dẫn sử dụng.,,,,,,,,Neutral,,,
"Chất lượng sản phẩm: tạm 
Đúng với mô tả: tốt 
Tính năng nổi bật: tạm sản phẩm sử dụng tốt, đã sử dụng cảm thấy rất hài lòng về sản phẩm trên, cũng phù hợp cho kinh doanh buôn bán. sẽ ủng hộ cửa hàng những lần tiếp theo, người bán có tâm và sản phẩm có tầm. lắm lắm luôn cửa hàng có mặt hàng này hỗ trợ rất nhiều cho người tiêu sử dụng.",,,,,,,,,,Positive,
"Color: đen-2xl thiết kế phong cách và hợp thời trang, vẻ ngoài đơn giản và đẹp trai, thiết kế phong cách và hợp thời trang, thiết kế phong cách và hợp thời trang, thiết kế phong cách và hợp thời trang,",,,,,,,,,,,Neutral
Máy ngon trong tầm giá..mọi người an tâm mua sử dụng,,,,,,,Positive,,,,
"Sản phẩm còn nguyên tem niêm phong, quá trình đóng gói không có gì bất thường.",,,,,,Neutral,,,,,
Màu sắc: màu trắng pin chai...sử dụng 10p là máy nóg tự tắt nguồn,Negative,,,,,,,,,,
"Color: đen-xl hiện đại và thời trang, vừa vặn thoải mái và rộng rãi, hiện đại và thời trang,",,,,,,,,,,,Neutral
Đắt vãi ra mà chất lượng thì chẳng khác gì mấy con rẻ hơn phân nửa,,,,,,,Negative,,,,
Không biết sử dụng bao lâu thì bị ố vàng mặt lưng hoặc trầy xước mặt lưng thôi,,,,,Neutral,,,,,,
Vết trầy ngay cam không hài lòng lắm máy tầm 96 97%,,Negative,,,,,,,,,
Hàng qúa chất lượng luôn mình không lấy sạc đúng lúc giảm giá có 1378k được chiếc điện thoại xịn sò.đã sử dụng được nửa tháng máy mượt chơi game không bị giật máy.pin ổn định mình đã lấy thêm cái nữa... Mọi người cứ yên tâm,Positive,,,,,,Positive,,,,
"Máy đẹp hơn sự mong đợi của mình, lướt wep phà phà,cảm ứng rất mượt,... Sản phẩm quá tốt. Ít hôm nữa mình sẽ mua thêm 1 cái nữa nhé cửa hàng.",,,Positive,,Positive,,,,,,
"nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: điện thoại đẹp, cấu hình mạnh, tốc độ xử lý nhanh. chất lượng âm thanh và camera cũng rất tuyệt vời. rất hài lòng với sản phẩm này",,Positive,Positive,,,,,,,Positive,
máy hay bị đơ và tự khởi động lại. thiết kế không đẹp mắt như hình chụp. hiệu năng xử lý tác vụ cơ bản chậm rõ rệt. đóng gói hộp bên ngoài bị rách. thái độ của shipper không thân thiện,,,Negative,,Negative,Negative,,,Negative,,
Mình chưa sử dụng nên chưa đưa ra được nhận xét được,,,,,,,,,,Neutral,
"Camera bị ám màu xanh. Không đúng màu sản phẩm. Hiệu năng kém. Ảnh chụp bị ám màu, không thật. Máy lag liên hồi. Pin mau hết. Chăm sóc khách hàng không trả lời tin nhắn",Negative,Negative,Negative,,,,,Negative,,,
Nhóm màu: xanh dương máy đẹp.giao hàng nhanh.ngoại trừ giao sai màu tất cả đều tốt,,,,,Positive,Negative,,,Positive,,
"Nhóm màu: màu xanh lá cây 
Dung lượng lưu trữ: 128gb tuổi thọ pin lâu dài., giao hàng nhanh chóng và an toàn., sử dụng vật liệu chất lượng cao.,",Positive,,,,,,,,Positive,,
cửa hàng uy tín nha. lúc tư vấn cửa hàng bảo máy ám màn vừa. nhưng khi nhận máy thì mình nhìn muốn toét mắt mới thấy được nó ám chổ nào. ám rất nhẹ. cửa hàng mô tả máy 97% nhưng khi nhận máy mình khá ngạc nhiên là nó rất ít trầy. chỉ bị trầy 1 tí ở cổng sạc mặt lưng và 4 viền xung quanh vẫn sáng bóng. chưa trầy nhiều nói chung tiệm cận 98%. máy không còn áp và pin chai hơi nhiều rồi nên không cầm pin lâu được. nhưng mình có thể chấp nhận được vì giá rẻ nên không đòi hỏi máy phải quá ngon được. nói chung cửa hàng uy tín nhé.,Negative,,,Positive,Negative,,Positive,,,,
"Đúng với mô tả: không mua máy phải đổi lần 2 mới tạm ổn, máy chạy chậm lắm mặc dù cấu hình cao (như ảo ấy), lỗ sạc là sử dụng đầu sạc cũ trước cả đầu c á, sạc pin vào rất lâu. Thôi sử dụng tạm để học tập. Cửa hàng thì phục vụ cực kì nhiệt tình, giao hàng cũng nhanh nhẹn, gói hàng cũng kỹ, có phiếu bảo hành.",Negative,,Negative,,,Positive,,Positive,Positive,,
"cấu hình vô đối trong tầm giá, hiệu suất ổn định, thiết kế đẹp mắt. tuyệt vời cho người sử dụng muốn trải nghiệm cao cấp với giá phải chăng.",,,,,Positive,,Positive,,,,
"quay video bị giật, chống rung ảo không tốt. khác với mô tả quay mượt. tính năng quay 4k hạn chế, nhanh nóng, ship giao sản phẩm có vết",,Negative,,,,,,,Negative,,
"Tính năng nổi bật: màn hình lớn điểm cộng là máy màu đẹp, cầm rất nhẹ tay, màn hình lớn, chữ lớn, tiện cho người lớn tuổi sử dụng. Cửa hàng đóng gói kỹ, chắc chắn. Về phần dịch vụ bảo hành thì chưa biết thế nào. Điểm trừ là nắp lưng mở khó cực, lắp cái sim mà nó vất vả. Máy không có tệp âm thanh làm chuông báo, 2 tệp nhạc chuông mặc định quá chừng nản lòng. Hy vọng máy sử dụng ổn định lâu dài.",,,,Positive,Positive,Positive,,Neutral,,,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb màu đẹp sử dụng ngon, quá tốt!",,,,,Positive,,,,,,
"tệ hại không đúng yếu kém camera mờ ban ngày. shipping chậm kinh.,",,Negative,,,,,,,Negative,,
"Màu sắc: bạc 
Phân loại: nguyên seal hàng tốt như mô tả",,,,,,Positive,,,,Positive,
"Kém máy dỏm không sử dụng được mua về chưa kịp sử dụng đã hỏng, tiền mất tật mang thật sự,",,,,,,,Negative,,,,
"Màu sắc: màu ngẫu nhiên sản phẩm: tuyệt vời,đã nhận sản phẩm của cửa hàng gửi. đúng chuẩn máy đã đặt hàng, máy mới chính hãng, cửa hàng uy tín, sản phẩm đẹp hợp thoi trang, giá cả bình dân. đã sử dụng 1 thời gian thấy rất ổn định. cửa hàng tư vấn nhiệt tình, có tặng rất nhiều voucher hậu mãi. tháng sau sẽ ủng hộ cửa hàng thêm con máy nữa.tặng cửa hàng 5 sao.",,,,,Positive,,Positive,,,,
"Loa hơi bé trừ 1 điểm.Phần mềm, hệ điều hành điện thoại đầy đủ tính năng thông minh rất OK.",,,,,,,,,,Positive,
Ok. Mọi người nên dùng5 sao,,,,,,,,,,Positive,
"Dởm thất vọng pin tụt, camera tối tăm",Negative,Negative,,,,,,,,,
vo ngoài hình xấu mất nút che chán,,,,,Negative,,,,,,
"camera sau bị nức kính, sạc thì vào chậm",Negative,Negative,,,,,,,,,
Color family: color random sản phẩm: tốt lắm nha cửa hàng mình đã mua lần thứ hai máy tốt chuẩn giá rẻ phù hợp với tiêu chí sử dụng của mình nói chung là mọi chức năng đều rất là ổn đúng máy chính hãng sử dụng cũng tốt lắm cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng nhiều nhé tốt thì mình sẽ ủng hộ cửa hàng dài dài tặng cửa hàng 5 sao nha,,,,,,,Positive,Positive,,,
Chất lượng sản phẩm vượt mong đợi. Tôi rất hài lòng với trải nghiệm mua hàng này.,,,,,,,,,,Positive,
Cái giá này mà dám bán ra thị trường đúng là liều thật,,,,,,,Negative,,,,
"Dung lượng lưu trữ: 128gb 
Nhóm màu: đen trân châu 
Phân loại sản phẩm: 8gb Nhanh. Nói chung là rất hài lòng luôn.",,,,,,,,,,Positive,
máy tốt. sử dụng ổn định. nếu mua thêm máy sẽ đặt cửa hàng,,,,,,,,,,Positive,
Mua về mở không lên nguồn phải mang ra thợ mới lên được máy hơi cũ,,,,,,,,,,Negative,
cửa hàng giao hàng nhanh. Hàng nguyên seal đẹp lắm. Sản phẩm chất lượng tuyệt vời. Ủng hộ cửa hàng 5 sao 👍,,,,,,Positive,,,Positive,,
Màu máy: màu xanh sản phẩm: samsung a50s 4/64gb lần đầu tiên mua máy trên cửa hàng nhận máy về ưng ý lắm máy còn mới sử dụng rất là tốt quan trọng là phù hợp với giá tiền mình bỏ ra mà chất lượng thì cũng rất là ưng ý mọi chức năng đều rất là tốt sẽ ủng hộ thêm lần sau nha tặng cửa hàng 5 sao chúc cửa hàng mua may bán đắt cảm ơn cửa hàng,,,,,,,Positive,,,,
Color: đen-xl alo cửa hàng ơi,,,,,,,,,,,Neutral
Trước mắt là cài đặt được còn phải thử trong 7 ngày,,,,,,,,,,,Neutral
"Màu sắc: bạc 
Phân loại: nguyên seal tốt mọi thứ đều tuyệt vời",,,,,,Positive,,,,Positive,
"Đúng với mô tả: thông tin sai sự thật 
Tính năng nổi bật: không có nfc* 
Chất lượng sản phẩm: không tốt, không dám công khai chất lượng với thông tin thật của sảm phẩm. Máy không có nfc, nâng rom ảo...t tẩy chay tụi m.",,,,,,,,,,Negative,
Họ không ng rồi gì gì sẽ có ghê em sẽ v sẽ góp họ đã không không rồi ghê b em b được ghê được,,,,,,,,,,,Neutral
Sản phẩm: sản phẩm chất lượng kém máy đơ rất khó sử dụng,,,Negative,,,,,,,,
"Dung lượng lưu trữ: 8+256 gb cửa hàng tư vấn rất nhiệt tình, làm ăn uy tín, đã nhận được hàng nguyên siu rất đẹp. Cám ơn cửa hàng!",,,,,Positive,Positive,,Positive,,,
"Chất lượng sản phẩm: với giá đã mua không có gì để nói săn sale mua được với giá 3 triệu 3, điện thoại giống mô tả, phù hợp với giá tiền. điện thoại chơi game rất mượt mà.",,,Positive,,,,Positive,,,,
Sản phẩm tốt với giá tốt,,,,,,,Positive,,,Positive,
Máy sử dụng được nhưng camera sau bị xước nhiều quá nên không sử dụng được chuôi sạc bị lỏng,,Negative,,,,,,,,,
Đúng hàng. Neo 10 máy nguyên seal. Màn hình to. Nhưng mỏng cầm rất sướng tay. Và nhẹ.,,,,Positive,Positive,,,,,,
"pin yếu, dùng nửa ngày đã cần sạc. khác với mô tả về thời lượng pin. tính năng sạc nhanh gần như vô dụng. máy nóng khi chơi game, hiệu năng giảm, chăm sóc khách hàng không giải quyết",Negative,,Negative,,,,,Negative,,,
Ổn trong tầm giá. Người già dùng gọi Zalo ok.,,,,,,,Positive,,,,
Nhóm màu: xanh than điện thoại rất tốt,,,,,,,,,,Positive,
"ngon bổ rẻ. các tác vụ cơ bản mượt, pin xịn. Đã mua vài lần, mua cho ng nhà dùng, còn được tặng nón bảo hiểm nữa quá đã",Positive,,Positive,,,,Positive,,,,
Đúng mẫu giao hàng nhanh rá ok.,,,,,,,,,Positive,,
Pin và hiệu năng đúng theo thông số kỹ thuật được công bố.,Neutral,,Neutral,,,,,,,,
"Đúng với mô tả: đúng với mô tả 
Tính năng nổi bật: rất ổn 
Chất lượng sản phẩm: cực tốt cửa hàng uy tín mọi người nhé",,,,,,,,,,Positive,
"máy sử dụng tương đối lag, kiểu không mượt, sử dụng không cảm giác đây là máy mới mua. mình sử dụng được cỡ 30 ngày mới đánh giá, và thấy khá chậm. Áp voucher giảm cũng sâu với giá này chắc cũng không đòi hỏi gì hơn",,,Negative,,,,Positive,,,,
"đúng đỉnh luôn cửa hàng ơi, em đã nhận được hàng rồi. em là kiểu người cũng hơi khó tính nhưng khi nhận được hàng từ cửa hàng thì không có điểm gì để chê hết đó, chất lượng đến giá cả đều tuyệt vời, cảm ơn cửa hàng nhé",,,,,,,Positive,,,,
Máy đẹp nha. E đã sử dụng thử vài ngày rất tốt.. Tất cả đều ổn... Cửa hàng uy tín.. Máy đẹp chụp ảnh quay video đẹp,,Positive,,,Positive,,,,,Positive,
Chất lượng sản phẩm: màn hình thể hiện màu sắc ở mức trung tính trong môi trường trong nhà.,,,,Neutral,,,,,,,
Nhóm màu: vàng máy này thông số màn full hd mà về xem kĩ thì chỉ là màn hd là sao nhỉ? 👿vân tay không hoạt động luôn cửa hàng gọi lại giải thích,,,,Negative,,,,,,Negative,
"Nhóm màu: pink chuẩn seal, giao hàng hơi lâu tí nhưng xứng đáng",,,,,,Positive,,,Negative,,
Pin 5000 như nhà sản xuất nói.,Neutral,,,,,,,,,,
Nhóm màu: đen sản phẩm chất lượng lắm nha mọi người. Lần sau ủng hộ tiếp.....,,,,,,,,,,Positive,
đóng gói thiếu túi chống ẩm. hiệu năng nóng pin phồng. chăm sóc khách hàng chat bot vô dụng.,Negative,,Negative,,,Negative,,Negative,,,
"Nhóm màu: xanh chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,,,,,,,,,
Camera chính có độ phân giải 48MP và khẩu độ f/1.8.,,Neutral,,,,,,,,,
"Camera sọc ảnh mẫu khác chụp đêm dở, autofocus fail,",,Negative,,,,,,,,,
Đóng gói sử dụng băng keo cũ hiệu năng lag scroll danh bạ chăm sóc khách hàng im lặng,,,,,,Negative,,Negative,,,
"Color family: color random sản phẩm: tốt, 5 sao",,,,,,,,,,,Neutral
máy sử dụng tốt. giá hợp lý hơn những chỗ khác. sẽ ủng hộ thêm khi có nhu cầu. cảm ơn,,,,,,,,,,Positive,
màu máy: màu trắng sản phẩm: samsung a50 4/64gb mình đã nhận máy rồi nha cửa hàng yêu ơi máy còn rất là mới cứng cáp full mọi chức năng nha mình đã test qua thì tốt lắm chụp hình coi phim nghe nhạc rõ nét lắm giá cả thì cũng vừa túi tiền nói chung không mong hơn gì được nữa với tầm giá như thế này mà có được chiếc điện thoại sử dụng tốt thì không đòi hỏi gì hơn được nữa sẽ mua và ủng hộ cửa hàng thêm cái nữa nha,,Positive,,,,,Positive,,,,
Mình cần thêm thời gian để tìm hiểu các tính năng trên phiên bản phần mềm này.,,,,,,,,,,Neutral,
"Sản phẩm: sản phẩm không như mô tả bán hàng không kèm hoá đơn điện tử hoặc hoá đơn giấy cho khách nên lại phải inbox hỏi xin để đủ căn cứ mang đến apple bảo hành, mọi người cân nhắc trước khi mua nhé",,,,,,,,Negative,,,
Gói hàng được giao bởi đơn vị vận chuyển nào vậy?,,,,,,,,,Neutral,,
máy đẹp pin hơi kém,Negative,,,,Positive,,,,,,
"Dung lượng lưu trữ: 128gb 
Nhóm màu: trắng băng tuyết 
Phân loại sản phẩm: 6gb khá ổn áp ^^",,,,,,,,,,Positive,
"Máy có hỗ trợ quay video 4K, mình chưa quay thử nên chưa rõ về chất lượng.",,Neutral,,,,,,,,,
"hư lỗ sạc. rom,ram ảo. 64g+4g",Negative,,Negative,,,,,,,,
"đẹp hơn, xinh hơn, tự tin giao tiếp và thoải mái ăn nhai là những điều mà nàng hải yến nhận được khi lựa chọn jet dentist để làm đẹp nụ cười! mùng 8/3 sắp tới rồi, hãy để nụ cười jet dentist giúp nàng tự tin, yêu đời, và tỏa sáng theo cách riêng của mình vì chắc chắn rằng nàng luôn xứng đáng mọi điều tốt đẹp nhất!",,,,,,,,,,,Neutral
"thời gian giao hàng nhanh, đóng gói cẩn thận. mua vào livestream nên giá rẻ. chất lượng và kiểu dáng được trong tầm giá. trải nghiệm tốt.",,,,,,Positive,Positive,,Positive,,
"Rởm đời bịp bợm lag kinh khủng như rùa bò qua đường cao tốc, sạc chậm ù ù như ông cụ 80 tuổi kể chuyện xưa, shipping muộn màng kiểu 'hẹn mai giao, mai lại hẹn mốt'",Negative,,Negative,,,,,,Negative,,
"Hiệu năng dùng cho các tác vụ nặng rất tốt, pin trụ được gần một ngày.",Positive,,Positive,,,,,,,,
