data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Phân loại sản phẩm: hồng 2 sim 8/128gb 
Dung lượng lưu trữ: 128gb công nhận là máy hình thức như mới, nuột nà. còn phần sử dụng thì phải sử dụng 1 thời gian nữa mới có thể kiểm chứng. nhưng ấn tượng ban đầu là rất tốt",,,,,,,,,,Positive,
Hàng rất đẹp số với tầm giá.,,,,,Positive,,Positive,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb rất đẹp",,,,,Positive,,,,,,
"color: đen-xl dễ phối đồ và linh hoạt, quần hơi mỏng =)) giá vậy nên cũng không đòi hỏi gì thêm",,,,,,,,,,,Neutral
Variation3: mỹ 2 sim 98% 128gb chất lượng tương đối theo giá tiền không thể đòi hỏi hơn cửa hàng đóng gói kỹ,,,,,,Positive,Positive,,,,
máy móc không gia gì,,,,,,,,,,Negative,
"cửa hàng chuẩn bị hàng lâu. nhưng mà đóng gói rất cẩn thận, có nhiều lớp chống sốc cho máy",,,,,,Positive,,,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm:. mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại sử dụng tốt thì còn hơn gì được nữa",,,,,,,Positive,,,,
"kém không khớp bình thường pin hết pin đột ngột. hiệu năng lag khi đa nhiệm.,",Negative,,Negative,,,,,,,,
Chất lượng sản phẩm tốt nói chung ngon trong tầm giá,,,,,,,Positive,,,Positive,
"Điện thoại cũ nhưng quá kém, nút nguồn bị liệt, sạc không vô.",Negative,,,,Negative,,,,,,
"cửa hàng tư vấn nhiệt tình, rõ ràng, tận tâm. Máy đẹp, mạnh dùng rất thích. Phụ kiện cửa hàng tặng kèm đầy đủ mấy cái cần thiết. Tóm lại là 5 sao 😄",,,Positive,,Positive,Positive,,Positive,,,
Mình mua giá 1tr7 Phiên bản 4/ 128 Giá này cực ngon Lần sau săn được giá này sẽ mua tiếp,,,,,,,Positive,,,,
"Color: đen-l lý tưởng cho hoạt động thể thao, dễ phối đồ và linh hoạt, quần quá mõng không đẹp",,,,,,,,,,,Neutral
"Tính năng nổi bật: mượt mà 

Đúng với mô tả: tuyệt vời một con điện thoại gaming có chất lượng rất tốt số với giá tiền. Khi mình đặt mua không có thông tin gì về nfc của máy nên khá lỡ, máy là máy có",,,Positive,,,,Positive,,,,
Rất ok. Xứng đáng xuống tiền,,,,,,,Positive,,,,
"không tặng thêm cáp sạc, pin bị lỗi, sạc 5 tiếng mà lên được có 42 phần trăm",Negative,,,,,,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tính năng sáng tạo, chất lượng máy ảnh ấn tượng, hiệu suất mượt mà, bóng bẩy và thanh lịch, bóng bẩy và thanh lịch,",,Positive,Positive,,,,,,,Positive,
"Nhóm màu: đen dung lượng lưu trữ rộng rãi 128gb, chất lượng camera tuyệt vời để ghi lại những khoảnh khắc,",,Positive,,,,,,,,,
"sản phẩm: sản phẩm không như mô tả mặc dù cố tình sửa thông tin máy, để nghe gọi chắc không vấn đề gì",,,,,,,,,,Negative,
"Hom trước mới mua 1 cái cửa hàng giao sai màu hôm nay mua thêm cái nữa cửa hàng đã giao đúng màu mà nhìn đẹp hơn cái trước nữa. Cấu hình, ram đúng quảng cáo, cái này mua cho mẹ sử dụng là tốt. Mượt, pin trâu, không nóng máy đâu nhé mấy men. Ai muốn ngon bổ rẻ thì mua con này là quá tốt",Positive,,,,Positive,,Positive,,Positive,,
"Màu sắc: bạc 
Phân loại: nguyên seal tốt cửa hàng đóng gói cẩn thận",,,,,,Positive,,,,Positive,
Đúng với mô tả: đúng hàng nhanh hết bọn sử dụng đơ,,,,,,,,,,Negative,
máy rất giật và lác không nên mua,,,Negative,,,,,,,,
Sản phẩm được đóng gói theo tiêu chuẩn. Thời gian giao hàng đúng như dự kiến.,,,,,,Neutral,,,Neutral,,
Nhóm màu: màu xanh loại: 1sim tốt rất tốt nên mua nhé mọi người pin trâu sử dụng lâu.giá rẻ hợp lý.,Positive,,,,,,Positive,,,,
"Màu sắc: đen 
Phân loại: không hộp (mới 100%) hang chinh hang xiaomi nha cac ban.moi 100%.may chay muot.pin trau.camera tốt.re hon nhieu so voi ban phan phoi o vietnam.cửa hàng tu van nhiet tinh",Positive,Positive,Positive,,,,Positive,Positive,,,
Máy không lên nguồn. Sạc cũng không vào. Cắm sạc vào chỉ thấy rùng rùng hiển thị sạc xong mất không vào pin được.,Negative,,,,,,,,,,
Bao bì đóng gói có tem chống hàng giả good,,,,,,Positive,,,,,
"giao hàng hơi lâu, điện thoại sử dụng oke, dù gì cũng cảm ơn cửa hàng.",,,,,,,,,Negative,Positive,
"Lâu quá quên nhận xét máy sử dụng ổn áp, máy mới tinh đóng gói cẩn thận",,,,,,Positive,,,,,
"Màn hình đúng mô tả, còn về thiết kế thì sẽ đánh giá sau một thời gian sử dụng.",,,,Neutral,Neutral,,,,,,
"pin yếu, dùng nửa ngày đã cần sạc. khác với mô tả về thời lượng pin. tính năng sạc nhanh gần như vô dụng. máy nóng khi chơi game, hiệu năng giảm, chăm sóc khách hàng không giải quyết",Negative,,Negative,,,,,Negative,,,
Cửa hàng bán hàng uy tín ủng hộ cửa hàng,,,,,,,,,,Positive,
Color family: color random sản phẩm: tốt lắm nha cửa hàng mình đã mua lần thứ hai máy tốt chuẩn giá rẻ phù hợp với tiêu chí sử dụng của mình nói chung là mọi chức năng đều rất là ổn đúng máy chính hãng sử dụng cũng tốt lắm cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng nhiều nhé tốt thì mình sẽ ủng hộ cửa hàng dài dài tặng cửa hàng 5 sao nha,,,,,,,Positive,Positive,,,
"Cửa hàng giao hàng rất nhanh, chăm sóc khách hàng chu đáo, máy xử lý nhanh, ram rom ngon trong tầm giá, đáng trải nghiệm, màn hình khá không quá xuất sắc",,,Positive,Positive,,,Positive,Positive,Positive,,
Đúng với mô tả: đúng cửa hàng giao hàng nhanh gói hàng cẩn thận. điện thoại bàn phím có cảm ứng cũng khá oce.,,,,,,Positive,,,Positive,,
cũng khá tốt nhưng mà cái nút điện thoại bị thay bằng cái nút khác rồi nên không hài lòng mấy,,,,,Negative,,,,,Negative,
Dùng làm máy phụ cấu hình khá ok chất lượng sản phẩm thì test thử mới cảm nhận được,,,,,,,,,,Positive,
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: tốt
Giá tiền phù hợp, mình mua cửa hàng lần 2 rồi, mua cho ba chỉ sử dụng xem internet nên mức giá này khá là tốt nhe mọi người",,,,,,,Positive,,,Positive,
"máy nguyên seal cửa hàng đóng gói rất cẩn thận, cài chế độ màn luôn 120hz thì mượt. pin tốt.",Positive,,,Positive,,Positive,,,,,
"Color: đen-xl tuyệt vời cho phong cách đường phố, bền và lâu bền, trông đơn giản và đẹp trai,",,,,,,,,,,,Neutral
Cửa hàng đóng gói cẩn thận. Sản phẩm nguyên seal không có vấn đề gì khi nhận hàng,,,,,,Positive,,,,,
mình mua 4 máy a20 rất ưng ý,,,,,,,,,,Positive,
"Dung lượng lưu trữ: 128gb 
Nhóm màu: trắng băng tuyết 
Phân loại sản phẩm: 6gb điện thoại tuyệt vời. tuy nhiên để ở chế độ chạm vào màn hình đang tắt thì hiển thị đồng hồ, mà bỏ vào túi quần thì điện thoại tự động mở tùm lum các ứng dụng. tóm lại, phải tắt chế độ này đi mặc dù có nhu cầu.",,,,,,,,,,Negative,
"Nhóm màu: màu đen -mh ám hồng sản phẩm tốt,dung nhu mô tả khi lua chon,chất lượng vuot mong doi,cảm ơn you nhij nhij a!",,,,,,,,,,Positive,
"Tính năng nổi bật: đúng 
Đúng với mô tả: không 
Chất lượng sản phẩm: ổn giao hỏa tốc tốt máy sử dụng bình thường, tạm được. máy renew lại, đã thay vỏ và màn hình, main không biết zin không. đang sử dụng ổn. nhược điểm là màn hình màu bị méc, màu xấu, cảm ứng hơi lag.",,,,Negative,Negative,,,,Positive,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng mô tả máy có hiện tượng khựng lại khi chuyển các tab khác nhau. đôi khi dừng phản hồi khi cảm ứng phải đợi 3 giây mới hoạt động",,,,,,,,,,Negative,
"săn sale trên live được giá tốt quá chừng, màn hình đẹp, máy nhẹ, lướt mượt",,,,Positive,,,Positive,,,,
"Hàng đẹp lắm ạ, máy mượt. Đặt trên này rẻ hơn ở ngoài cửa hàng nhiều luôn mà chất lượng ổn. Bạn đầu cũng nghi nghi là không sử dụng được nhưng thật sự là máy sử dụng rất tốt luôn mọi người ạ",,,Positive,,Positive,,,,,,
"Chất lượng sản phẩm: chưa sử dụng nên chưa biết chất lượng có bền và bị lỗi hay không nhé. 
Đúng với mô tả: đúng mô tả 
Tính năng nổi bật: màn mượt đóng gói cẩn thận hàng mới về tự cài đặt và khởi động máy",,,,Positive,,Positive,,,,,
"khuyên mọi người là không nên mua ạ, rẻ thì rẻ thật nhưng sử dụng rất ức chế, sử dụng đơ mà muốn ném ra ngoài đường ngay luôn!",,,Negative,,,,Positive,,,,
Mua tặng 20/10 bạn gái mê luôn 😉 cảm ơn cửa hàng nhiều.,,,,,,,,,,Positive,
"Hàng lỗi không như cam kết camera mờ, không lấy nét được,",,Negative,,,,,,,,,
"Dung lượng lưu trữ: a70 ram 6g/128gb 
Nhóm màu: xanh verry good",,,,,,,,,,Positive,
"Nhóm màu: màu jet black 
Dung lượng lưu trữ: 128gb sản phẩm tốt, rất tuyệt vời, không vết trầy xước, giống như hàng mới, cửa hàng hổ trợ rất nhiệt tình, đã mua lần 2, cửa hàng rất uy tín",,,,,Positive,,,Positive,,Positive,
"Hiệu năng ở mức thấp, không đáng tiền. Ảnh chụp bị nhòe và out nét liên tục. Chăm sóc khách hàng hứa hẹn gọi lại nhưng không thấy đâu.",,Negative,Negative,,,,,Negative,,,
"color: đen-xl thiết kế phong cách và hợp thời trang, vẻ ngoài đơn giản và đẹp trai, vẻ ngoài đơn giản và đẹp trai, bền và lâu dài,",,,,,,,,,,,Neutral
"Màu sắc: đen 
tốt.",,,,,,,,,,Positive,
Giao hàng nhanh đóng gói cẩn thận hàng đẹp.rất ưng ý. Đã mua rồi và tiếp tục ủng hộ những lần sau,,,,,Positive,Positive,,,Positive,,
điện thoại hư main không sử dụng sim được bán không ktr kĩ,,,Negative,,,,,,,,
"
Đúng với mô tả: đúng 
Tính năng nổi bật: hình ảnh và video được quay bằng ip15 hành chính hãng, săn được giá giảm và được kèm trả góp. không còn mong cầu gì hơn, phù hợp với nhu cầu hàng ngày!:))))))) pin rất tốt nha!",Positive,,,,,,Positive,,,,
Bấm không được,,,,,,,,,,Negative,
"điện thoại ss j2 prime sài cũng tạm nhưng hơi đơ và bị hư khe sim😌,dù sao chưa đến 500k thì tiền nào của nấy thôi biết sao,ai muốn mua điện thoại rẻ trên soppe thì nên cân nhắc thật kĩ nha👍",,,Negative,,,,Neutral,,,,
điện thoại đẹp nhé. sẽ mua thêm,,,,,Positive,,,,,,
"Điện thoại chơi game rất mượt, vân tay rất nhạy,, màn hình sắc nét. Để mình sử dụng 1 thời gian thêm mới biết máy như thế nào. Trước mắt nhận về thấy tốt ak mọi người",,,Positive,Positive,,,,,,,
đã mua lần thứ 2.nhưng lần trước thì tốt.lần này cái nút nguồn lỏng lẻo. nhưng cũng sử dụng tốt,,,,,Neutral,,,,,,
"tào lao bịa đặt trắng trợn chụp hình ban đêm đen thui như mực, có cũng như không",,Negative,,,,,,,,,
Chất lượng sản phẩm: mau xuống pin quá. Nhận được điện thoại còn 95%pin mà mới kiểm tra xong 5p sau còn 65% quá nhanh luôn.,Negative,,,,,,,,,,
Chất lượng sản phẩm: thời gian giao hàng đúng như thông báo; kiện hàng được bọc.,,,,,,Neutral,,,Neutral,,
"đẹp nha, shipper thân thiện",,,,,Positive,,,,Positive,,
"Máy đẹp cảm ứng mượt giá mềm giao hàng nhanh chóng đúng mẫu đầy đủ phụ kiện, gói hàng rất cần thận, mở hàng đồng kiểm xem máy và ghim sạc tốt, bắt wifi mạnh..,. Còn độ bền thì sử dụng thời gian sau mới biết được. Cám ơn cửa hàng cần thiết sẽ trở lại ủng hộ nữa.",,,Positive,,Positive,Positive,Positive,,Positive,,
Máy mới.đầy đủ tính năng dù đời máy hơi sâu.cửa hàng tặng que chọc sim và ốp cùng cường lực như quảng cáo. Chỉ đáng tiếc 1 điều là pin không đủ dung lượng. Quảng cáo là pin 5000mah mà thực tế pin của máy dòng này chỉ hơn 3000 mah. Mọi người cân nhắc khi mua dòng máy này. Có thể dòng máy khác của cửa hàng đủ dung lượng.,Negative,,,,,,,,,,
"Điện thoại đẹp, được cái mau hết pin thôi.",Negative,,,,Positive,,,,,,
"máy đẹp, còn nguyên seal. phù hợp cho nhu cầu sử dụng để vừa chơi game ổn, chụp ảnh ngon và mượt với mức giá khá rẻ mọi người tranh thủ đang sale để rước em nó về nhé.",,Positive,Positive,,Positive,Positive,Positive,,,,
"sản phẩm quá tốt so với tầm giá. điện thoại nhìn mới keng, chạy mượt mà không lỗi lầm, chụp ảnh nét căng, cầm pin cũng khá tốt, kèm sạc vooc 3.0 thì chiến cả ngày thoải mái. nói chung là rất ưng, chất lượng ngoài mong đợi.",Positive,Positive,Positive,,Positive,,Positive,,,,
Màu máy: màu đen sản phẩm: samsung a10 3/32gb máy sử dụng ổn nha cửa hàng đã mua cửa hàng lần 2 rồi máy vẫn rất tốt nha.vừa tầm giá.mà mây còn mới sài full mọi chức năng cửa hàng tư vấn nhiệt tình.giao hàng nhanh.sẽ ủng hộ thêm khj có nhu cầu tặng cửa hàng 5 sao,,,,,,,Positive,Positive,Positive,Positive,
"Phải nói thật nếu t bt về shopee sớm hơn chắc có lẽ đã tiết kiệm được 10tr, nếu ai có nhu cầu mua điện thoại thì mua ở cửa hàng này và đr điện thoại này đúng 100% với mô tả từ màn hình AMOLED, có hỗ trợ 5G, hàng nội địa nhưng được mở khoá rom nước ngoài xài OK lắm, khuyên thật là mua màu đen vì điện thoại đen mà có ốp lưng đen nữa thì hợp màu, chip dimensity 6080 xài đã lắm, cam 108mp như mô tả. Hên bx săn sell được 3.1tr có gì trg tương lai ủng hộ cửa hàng nữa",,Positive,Positive,Positive,,,Positive,,,,
"kém cỏi không giống pin tụt vèo, camera mờ tịt",Negative,Negative,,,,,,,,,
Bán điện thoại không sử dụng được yêu cầu cửa hàng đổi lại cái khác dùm đi,,,,,,,,,,Negative,
Bóc seal nha anh em. Mua về trải nghiệm đập chọi ok. Mới nên không lo. Rẻ hơn mua ngoài cửa hàng nhiều. Quà tặng đầy đủ. Tai nghe nghe êm,,,,,,,Positive,,,,
"tệ quảng cáo ảo không nhận sim, kết nối mạng yếu,",,,,,,,,,,Negative,
"May nguyen seal,giao hàng nhanh",,,,,,,,,Positive,,
"chăm sóc khách hàng hỗ trợ kém có hỗ trợ nhưng chậm lỗi phần cứng không được xử lý, ship bị delay",,,,,,,,Negative,Negative,,
Đóng gói kĩ càng vận chuyển nhanh chóng sử dụng tốt rẻ,,,,,,Positive,Positive,,Positive,,
Mình cần thêm thời gian để trải nghiệm camera trong nhiều điều kiện khác nhau.,,Neutral,,,,,,,,,
Điện thoại hàng chuan chinh hang dong goi can than va chăc chan mua voi gia sale ra hoi so voi mua ngoai store nha,,,,,,Positive,Positive,,,,
"Nhóm màu: đen thời gian giao nhanh, đóng gói cẩn thận, còn khá mượt, tuy nhiên nạp pin không vào điện, không có cáp sạc kèm theo, đặt màu đen cửa hàng lại giao màu vàng. Để khuyến khích cho ahop, vẫn tạm chấm 5 sao",Negative,,Positive,,,Positive,,,Positive,,
"Chất lượng sản phẩm: 5 sao, hàng chính hãng 
Đúng với mô tả: máy mới nguyên seal mua hàng giá trị cao nên cũng ngại nhưng tin tưởng cửa hàng,mua lúc khuyến mãi được tặng careplus nhưng mãi tới 14 ngày mới kích hoạt cứ tưởng cửa hàng xạo nhưng sau 14 ngày thì hệ thống tự kích thật nên vào đánh giá uy tín cho cửa hàng.mọi người nên mua nhé. có hd xuất xứ rõ ràng, còn được tặng sạc 25w chính hãng. sau có nhu cầu sẽ mua lại của cửa hàng",,,,,,Positive,Positive,,,,
"sản phẩm chưa biết tốt không, bền hay không thì để mình sử dụng một khoảnh thời gian thì mới biết được",,,,,,,,,,Neutral,
"Theo dõi đơn hàng báo sai, ship mất ngày so với cam kết. Shipper liên hệ lộn xộn. Khi nhận thấy lỗi thì chăm sóc khách hàng vòng vo",,,,,,,,Negative,Negative,,
"Hàng rẻ tiền thất vọng đèn flash quá yếu,",,,,,,,,,,Negative,
Loa hơi nhỏ,,,,,,,,,,Negative,
"Máy không lên nguồn, cảm ứng loạn lên hết",,,,,,,,,,Negative,
"Điện thoại giao nhanh Không bị hư hại Sử dụng tốt, dùng được 2 tuần rồi Hàng đẹp Cục sác bự Hộp điện thoại có tặng thêm ốp lưng",Positive,,,,Positive,Positive,,,Positive,,
Mình đặt luôn 2 cái cho bố mẹ. Cám ơn cửa hàng nhiều nhé.,,,,,,,,,,Positive,
"Nhóm màu: midnight 
Dung lượng lưu trữ: 128gb hàng chính hãng. Đóng gói rất kỹ và chắc chắn. Có kèm theo hoá đơn của viettel store luôn. Rất an tâm.",,,,,,Positive,,Positive,,,
"Sản phẩm như mô tả, chất lượng và giá cả phù hợp, cửa hàng đóng gói chắc chắn, giao hàng nhanh.",,,,,,Positive,Positive,,Positive,,
Không xử lý nổi game nhẹ. Lag khi mở youtube. Máy nóng khi xem video. Chơi game bị giật liên tục. Pin nhanh hết. Chăm sóc khách hàng không giải quyết,Negative,,Negative,,,,,Negative,,,
"Phần mềm lỗi vặt, nhiều app bị treo. Khác với mô tả hệ điều hành ổn định. Tính năng đồng bộ cloud thất thường. Sau cập nhật máy lag hơn, chăm sóc khách hàng chỉ dẫn chung chung",,,,,,,,Negative,,Negative,
"Tồi tệ không khớp không nổi bật chăm sóc khách hàng không giúp. Camera focus dở.,",,Negative,,,,,,Negative,,,
Nói chung là săn sale được 3t4 máy giá tốt pin trâu xem thời gian nữa có ổn không.,Positive,,,,,,Positive,,,,
"Mua trên đây rẻ hơn. Ngoài cửa hàng tới 1 triệu nha anh em,,,cửa hàng đống hành cẩn thận nha",,,,,,Positive,Positive,,,,
Thời lượng pin đủ cho một ngày sử dụng với cường độ trung bình.,Neutral,,,,,,,,,,
"Màu sắc: đen 
sài thấy tốt",,,,,,,,,,Positive,
"giao hàng nhanh, chắc chắn",,,,,,,,,Positive,,
"Sạc hơi chậm, còn lại OK hết",Negative,,,,,,,,,Positive,
"Chất lượng sản phẩm: không 
Tính năng nổi bật: không 
Đúng với mô tả: gần cửa hàng ơi, hàng bị lỗi sọc màn rồi ạ, máy thì của trung quốc, cửa hàng cho tôi đổi cái mới hoạt hoàn trả tiền đi ạ, tích góp mua được cái điện thoại củ, mà bị như vậy, làm sao mà sử dụng",,,,Negative,,,,Negative,,Negative,
"Dùng cũng hơn nửa tháng rồi mà nay mới nhớ ra chưa đánh giá sốp. Máy rẻ, ngon, nếu ai dùng với mục đích thường thôi thì oke nhé, không khuyến khích mua để chụp ảnh vì cam xấu dữ 🤡",,Negative,,,,,Positive,,,,
"Màu sắc: đen 
Phân loại: nguyên seal đầy đủ hàng, máy chạy như mô tả",,,,,,Positive,,,,,
"cửa hàng uy tín, hỗ trợ nhiệt tình.",,,,,,,,Positive,,,
"máy lag khi đa nhiệm, hiệu năng không được cải thiện sau cập nhật. pin tụt nhanh khi để qua đêm. đóng gói hộp bên ngoài rách.",Negative,,Negative,,,Negative,,,,,
"Nhóm màu: đen 
Dung lượng lưu trữ: 16gb máy hơi chậm nhanh hết pin camera trước bị nứt hay gì đó còn lại thì tốt",Negative,Negative,Negative,,,,,,,,
"Color family: black sản phẩm: sạc dp 10.000mah bán lừa đảo các bạn mua kế tiếp jg nên mua, rao đầu heo bán thịt chó, - mua điện thoại giao sạc dự phòng tào lao. - lazada quản lý các cửa hàng này",,,,,,,,,,Negative,
"khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu hàng sài rất tốt và xứng đáng giá tiền",,,,,,,Positive,,,,
Nhóm màu: màu đen điện thoại dùng quá tốt cửa hàng sử dụng hài lòng qua cảm ơn nhân viên bên cửa hàng đã tư vấn điện thoại cho mình rất ưng ý 🥰🥰🥰🥰🥰🥰 😁😁😁 tặng cửa hàng 5 sao,,,,,,,,,,Positive,
"Nhóm màu: black 
Dung lượng lưu trữ: 512gb 🔋 
Thời lượng pin:tốt 📸 
Chất lượng camera:tốt ⚡ 
Hiệu suất:tốt hàng nhận được đúng như mô tả, đóng gói cẩn thận. giao hàng nhanh",Positive,Positive,,,,Positive,,,Positive,,
Máy tầm giá này thì khỏi phải bàn rồi ngon nhất luôn giao hàng cũng nhanh luôn 3 ngày nhận được rồi,,,,,,,Positive,,Positive,,
Pin ảo. Không đúng với thông số kỹ thuật. Nóng máy. Pin tụt nhanh. Máy nóng rát. Hiệu năng kém. Đóng hàng méo mó. Ship chậm,Negative,,Negative,,,Negative,,,Negative,,
"Chất lượng tốt, giao hàng nhanh, giá rẻ mua qua live...",,,,,,,Positive,,Positive,,
máy hay bị treo đơ máy. phải cậy pin lên tục.cửa hàng bán không có tâm,,,,,,,,Negative,,,
Nhân viên cửa hàng hướng dẫn sử dụng các tính năng cơ bản,,,,,,,,Neutral,,,
Màn không đẹp bàng con mi 9t pro của mình mua mấy năm trước nhưng bù lại hiệu năng rất ổn cơ mà mình vừa nhận hàng thì cửa hàng tiếp tục giảm giá,,,Positive,Negative,,,,,,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: khongbt 
Đúng với mô tả: đúng xl trc vì kh có ảnh🥲nm máy sử dụng ổn lắm có cả mật khẩu số, vẽ và face id nữa😌xịn hơn cả ip của mình",,,,,,,,,,Positive,
Cửa hàng bảo hành 12 tháng nhưng không bảo hành khi bị chạp nguồn quá tệ.,,,,,,,,Negative,,,
Nhóm màu: màu đen máy này pin trâu ghê sài liên tục mà pin lâu hết ghê luôn cảm ơn cửa hàng nhiều chúc cửa hàng bán đắt hàng nhé sẽ giới thiệu người thân và bạn bè ủng hộ cửa hàng ạ,Positive,,,,,,,,,,
shipping tính phí cao không rõ ràng. phí vận chuyển đắt. không được hỗ trợ phí. phí ship quá cao không tương xứng vs quãng đường. đóng hàng hơi mỏng,,,,,,Negative,,,Negative,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tuổi thọ pin lâu dài, màn hình sống động, bóng bẩy và thanh lịch, thiết kế tuyệt đẹp,",Positive,,,Positive,Positive,,,,,,
"Camera bị ám màu xanh. Không đúng màu sản phẩm. Hiệu năng kém. Ảnh chụp bị ám màu, không thật. Máy lag liên hồi. Pin mau hết. Chăm sóc khách hàng không trả lời tin nhắn",Negative,Negative,Negative,,,,,Negative,,,
điện thoại gia rẻ day du chuc nang man hinh to có dieu loa hơi nhỏ khong chinh lon duoc,,,,Positive,,,Positive,,,,
"Lần đầu tiên mua điện thoại trên mạng với đơn hàng đắt nhất trên shopee mà mình từng mua, (mình hạng vàng, bình thường toàn mua quần áo và đồ linh tinh ), săn live của võ hoàng yến còn 3tr330. Cảm nhận sau khi mở:máy đẹp, lướt nhanh... Còn camera thì theo mình không đẹp bằng oppo mình đang sử dụng. Cửa hàng giao hàng nhanh nhưng bên vận chuyển thì hơi lâu. Sử dụng thêm 1 tuần nữa mình sẽ đánh giá lại.",,Negative,,,Positive,,,,Negative,,
"máy thì mới thật nhưng dung lượng có 8g, chưa cài cái gì đã hết mất rồi. không cài đặt dx shopee và Facebook với youtube đều không hoạt động, mặc dù đã làm theo hướng dẫn. định trả hàng hoàn tiền nhưng mà thôi, có hơn 200k coi như đánh đề bị trật vậy",,,,,,,Negative,,,,
chả tải được gì cả nhắn không trả lời,,,,,,,,Negative,,,
"Máy dùng mượt, camera sáng, nét, loa khá to, màn hình 1,5k siêu nét, độ sáng màn hình cũng cao đấy. Máy có chút trục trặc nhưng cửa hàng giải quyết đổi rất nhanh và hợp lý nói chung là cửa hàng uy tín!",,Positive,Positive,Positive,,,,Positive,,,
Nhận hàng ưng ý lắm ạ. Sử dụng theo dõi xem thế nào. Nhưng máy xịn nha. 10 Điểm cho cửa hàng. Ưng,,,,,,,,,,Positive,
Sản phẩm chất lượng.giao hàng nhanh.sẽ mua lần khác.ủng hộ s,,,,,,,,,Positive,,
"vớ vẩn dối trá sạc không vào ổn định hay ngắt quãng như crush giận dỗi, shipping lỗi giao sai sản phẩm kiểu 'mày đặt điện thoại tao gửi cái dép', pin hết sạch sau nghe nhạc 1 giờ như tiệc edm ngắn ngủi",Negative,,,,,Negative,,,Negative,,
"Bức xúc vô cùng không thể chấp nhận shipper giao hàng trễ còn thái độ cực kỳ khó chịu,",,,,,,,,,Negative,,
"cửa hàng giao hàng nhanh, hôm qua shipper gọi nhưng không ở nhà, nay giao lại. kể ra được đồng kiểm thì tốt hơn",,,,,,,,,Positive,,
"Vỏ nứt không đúng ảnh camera mờ, pin tụt nhanh. Giao hàng chậm tới 2 tuần mà không thông báo gì",Negative,Negative,,,Negative,,,,Negative,,
"Đóng gói kĩ càng chắc chắn, chu đáo rất hài lòng vô cùng, lần đầu đặt mua 2 máy hơi lo lắng, nhưng đổi ngược lại khi nhận được thích lắm luôn máy đẹp keng zin chính hãng cửa hàng uy tín nhất luôn ạ. Không còn gì để bàn cải nữa yêu cửa hàng nhiều lắm, mọi người yên tâm mua, đừng nói cho 100 sao thôi mình cho cửa hàng 10000 sao luôn máy mới 99% 💗💖💖💖",,,,,Positive,Positive,,,,,
Thông tin về chính sách bảo hành được in rõ trên phiếu đi kèm. Mình chưa cần liên hệ với bộ phận chăm sóc khách hàng.,,,,,,,,Neutral,,,
Chính sách bảo hành được áp dụng theo điều khoản tiêu chuẩn.,,,,,,,,Neutral,,,
Chất lượng sản phẩm: camera ghi lại hình ảnh với độ chi tiết trung tính trong điều kiện đủ sáng.,,Neutral,,,,,,,,,
"Vỏ nhựa rẻ tiền nhìn hình thì đẹp hay bị treo máy. Máy thỉnh thoảng bị đơ cảm ứng, phải khởi động lại mới hết. Vỏ thì ọp ẹp.",,,Negative,,Negative,,,,,,
Đóng gói sản phẩm bao gồm thân máy và phụ kiện sạc cơ bản đi kèm.,Neutral,,,,Neutral,Neutral,,,,,
Sản phẩm lỗi quá mic trong hỏng không gọi được,,,,,,,,,,Negative,
Nhóm màu: đen nsnsnsnsnnsnsnnsn hàng chính hãng cấu hình tốt săn sale giá tốt,,,,,,,Positive,,,,
"trầy xước quá nhiều, thợ thầy gì docombo thay lưng au, đã thế thêm quả mất áp, cam góc rộng dính cả dấu tay trong lens cam.",,Negative,,,Negative,,,,,,
Color: đen-2xl tốt,,,,,,,,,,,Neutral
Máy tốt.màn lô thua màn 800k mới thay trên a750 nữa.định mua thêm cây nữa mà kiểu này đổi cửa hàng khác.,,,,Negative,,,,,,,
"Pin tụt nhanh chóng mặt chỉ xem phim lướt web thôi mà tuột 20% trong vòng 20 phút, bán hàng chó mua.",Negative,,,,,,,,,,
"cửa hàng đóng gói và niêm phong bao bì rất cẩn thận.Giao hàng rất nhanh, máy đẹp nhưng rất tiếc cái cài đặt của máy bị hạn chế tiếng Việt",,,,,Positive,Positive,,,Positive,,
Thấy màn đánh giá 4-5 sao nên mua mang về điện thoại bị lỗi cứ tắt mở nguồn liên tục tệ,,,,,,,,,,Negative,
